Date,0-0.1,0.1-1,1-10,10-100,"100-1,000","1,000-10,000","10,000-100,000","100,000-1,000,000"
2024-06-21,322472,1093245,2132253,4349344,3897290,4805117,2548685,564352
2024-06-22,322332,1093340,2131599,4350391,3895086,4796936,2559186,564352
2024-06-23,322310,1093549,2131637,4351533,3893716,4807114,2549366,564352
2024-06-24,321704,1092603,2129971,4349778,3889980,4796426,2569233,564352
2024-06-25,321782,1092772,2130373,4350243,3897031,4798051,2559845,564352
2024-06-26,321937,1092736,2130103,4348385,3899952,4796542,2560828,564352
2024-06-27,321925,1092898,2130737,4348776,3891994,4785419,2579106,564352
2024-06-28,322029,1093096,2130503,4349869,3896454,4798248,2561096,564352
2024-06-29,322093,1093436,2130078,4349645,3897105,4790848,2463957,668944
2024-06-30,321813,1093111,2130095,4350305,3896570,4790927,2464748,668944
2024-07-01,321902,1093091,2129891,4349573,3898214,4800234,2455112,668944
2024-07-02,321641,1093150,2129995,4350211,3894353,4789276,2469855,668944
2024-07-03,321674,1093420,2130200,4351856,3889814,4781916,2480054,668944
2024-07-04,321533,1092801,2129560,4349187,3892517,4762558,2493121,677036
2024-07-05,321666,1092948,2129043,4351495,3886707,4744088,2515711,677036
2024-07-06,321633,1093043,2129118,4350207,3887511,4744309,2516313,677036
2024-07-07,321524,1093027,2129451,4350446,3884610,4737643,2525901,677036
2024-07-08,321521,1093224,2129870,4351063,3888675,4743356,2515386,677036
2024-07-09,321520,1093535,2130139,4352019,3889521,4740312,2516556,677036
2024-07-10,321634,1093843,2130500,4351386,3889014,4761818,2495827,677036
2024-07-11,321706,1094118,2131469,4351721,3890840,4754236,2496953,680436
2024-07-12,321773,1094550,2131660,4353772,3900362,4743221,2489407,687201
2024-07-13,321860,1095005,2130946,4351922,3895137,4747236,2493113,687201
2024-07-14,321491,1094225,2131262,4351995,3894553,4759972,2482212,687201
2024-07-15,321097,1094206,2131556,4352176,3901001,4777217,2458987,687201
2024-07-16,321123,1094326,2131396,4353584,3905017,4756882,2474335,687201
2024-07-17,321020,1094423,2130508,4352335,3904623,4755661,2478614,687201
2024-07-18,321008,1094380,2129264,4351113,3908344,4744718,2488756,687201
2024-07-19,320981,1094381,2129812,4350538,3914070,4761222,2467018,687201
2024-07-20,320909,1094437,2129693,4350425,3907817,4759519,2474271,688681
2024-07-21,320866,1094389,2129984,4350277,3907121,4771036,2463923,688681
2024-07-22,320848,1094401,2129743,4350957,3907858,4770468,2463864,688681
2024-07-23,320895,1094795,2131231,4348018,3921813,4751059,2470878,688681
2024-07-24,320999,1095348,2131989,4349200,3923644,4752335,2465599,688681
2024-07-25,321094,1095300,2132178,4351427,3931102,4740582,2455423,701181
2024-07-26,321197,1095554,2133322,4351285,3928883,4745991,2451417,701181
2024-07-27,321245,1095733,2133157,4348477,3932827,4758440,2438246,701181
2024-07-28,321211,1096351,2133296,4348137,3927388,4752199,2450000,701181
2024-07-29,321151,1098471,2133173,4349074,3926150,4767859,2433227,701181
2024-07-30,321281,1098892,2134665,4351780,3926182,4762622,2434187,701181
2024-07-31,321339,1099564,2134364,4352725,3928139,4761736,2432193,701181
2024-08-01,321468,1099953,2133924,4353011,3934103,4769971,2418085,701181
2024-08-02,321498,1100414,2134003,4358779,3939877,4781003,2395338,701181
2024-08-03,321517,1100624,2134524,4359849,3938817,4780622,2395363,701181
2024-08-04,321274,1099315,2133932,4360415,3936981,4785754,2394063,701181
2024-08-05,321275,1099715,2132667,4358694,3953129,4772342,2394426,701181
2024-08-06,321466,1100261,2133853,4360200,3969676,4754077,2393127,701181
2024-08-07,321454,1100696,2134347,4361382,3975752,4738088,2401355,701181
2024-08-08,321520,1100948,2133953,4363907,3969834,4737002,2406296,701181
2024-08-09,321518,1100908,2134399,4362933,3970778,4736667,2397379,710485
2024-08-10,321504,1100089,2134143,4364396,3975179,4734140,2395526,710485
2024-08-11,321536,1100173,2133930,4366929,3977140,4728956,2396795,710485
2024-08-12,321516,1100258,2134059,4367732,3983484,4719787,2399070,710485
2024-08-13,321521,1100345,2134806,4368569,3979792,4723181,2398164,710485
2024-08-14,321605,1100469,2135630,4367174,3990353,4724169,2387384,710485
2024-08-15,321742,1100702,2136050,4368565,3985514,4740051,2374661,710485
2024-08-16,322145,1100899,2136676,4366856,3982978,4755517,2362651,710485
2024-08-17,322280,1097144,2135453,4367148,3976653,4753750,2375763,710485
2024-08-18,322383,1097484,2134988,4366148,3977161,4753844,2376654,710485
2024-08-19,322687,1097794,2134291,4366521,3978923,4758868,2369998,710485
2024-08-20,322953,1098022,2134690,4365125,3977585,4760822,2370345,710485
2024-08-21,323410,1098281,2134564,4363396,3976651,4775434,2358252,710485
2024-08-22,323606,1098623,2134364,4361211,3981389,4772668,2358623,710485
2024-08-23,323544,1098700,2134347,4358862,3982475,4772300,2360775,710485
2024-08-24,323539,1098748,2133971,4358444,3985025,4770708,2361058,710485
2024-08-25,323528,1098168,2133608,4357936,3984300,4773170,2361200,710485
2024-08-26,323581,1098095,2133561,4358692,3986802,4772258,2359322,710485
2024-08-27,323521,1097882,2133563,4359323,3983282,4801512,2341372,702791
2024-08-28,323568,1098316,2134852,4362755,4000516,4781574,2339384,702791
2024-08-29,323790,1098481,2135725,4361108,4011637,4774492,2336148,702791
2024-08-30,323942,1098785,2135905,4361041,4008453,4775067,2338628,702791
2024-08-31,324040,1098813,2135835,4361493,4007752,4773738,2340617,702791
2024-09-01,324049,1098891,2135698,4361944,4008089,4773784,2340267,702791
2024-09-02,324074,1099109,2135867,4360838,4013254,4770561,2339533,702791
2024-09-03,324146,1099187,2135896,4361482,4013467,4774260,2335277,702791
2024-09-04,324205,1099423,2136156,4362206,4014826,4772057,2335306,702791
2024-09-05,324384,1099838,2136111,4363990,4012421,4760180,2347755,702791
2024-09-06,324433,1100023,2136803,4363537,4020394,4747591,2343130,712008
2024-09-07,324548,1100529,2137209,4363378,4023505,4743275,2343954,712008
2024-09-08,324697,1100745,2137775,4364755,4021299,4736951,2350705,712008
2024-09-09,324594,1101188,2137942,4364185,4013300,4733496,2362679,712008
2024-09-10,324696,1101410,2138380,4361929,4027705,4745771,2337933,712008
2024-09-11,324860,1101535,2138347,4360819,4027401,4743858,2341348,712008
2024-09-12,324939,1101347,2138631,4361849,4026938,4743099,2341814,712008
2024-09-13,324875,1101548,2139251,4360394,4021505,4758399,2333042,712008
2024-09-14,324982,1101761,2139263,4359110,4018565,4761818,2333951,712008
2024-09-15,324824,1101712,2139128,4360142,4017551,4752375,2344182,712008
2024-09-16,324826,1101761,2139691,4360136,4011572,4757744,2344585,712008
2024-09-17,324807,1101935,2140185,4359391,4008985,4763923,2341522,712008
2024-09-18,324597,1101879,2140222,4359840,4009326,4749567,2355789,712008
2024-09-19,324503,1101510,2140002,4358461,4015314,4750474,2351340,712008
2024-09-20,324417,1100746,2139020,4360480,4015753,4737346,2364274,712008
2024-09-21,324367,1100946,2139373,4360450,4013239,4734856,2369232,712008
2024-09-22,324201,1100412,2139055,4358930,4011739,4737548,2370993,712008
2024-09-23,324175,1100788,2139040,4358581,4011390,4734187,2375181,712008
2024-09-24,324114,1100440,2139101,4357305,4010588,4743821,2368427,712008
2024-09-25,324024,1100421,2138655,4349303,3996498,4771139,2364180,712008
2024-09-26,324289,1100549,2139318,4345477,4005602,4779530,2349870,712008
2024-09-27,324343,1100562,2139236,4346822,4006812,4778317,2348979,712008
2024-09-28,324504,1100653,2139548,4347108,4004565,4772817,2356295,712008
2024-09-29,324463,1100655,2139513,4346928,4006139,4771864,2356388,712008
2024-09-30,324500,1100783,2140014,4348585,4005180,4768145,2359204,712008
2024-10-01,324628,1100820,2140386,4348339,4003767,4768933,2360002,712008
2024-10-02,324557,1100526,2140743,4347717,4010917,4771211,2351684,712008
2024-10-03,324430,1100581,2140045,4347999,4007781,4776009,2350988,712008
2024-10-04,324519,1100923,2140250,4347763,4007440,4777326,2350161,712008
2024-10-05,324777,1100979,2140329,4348294,4005208,4781832,2347450,712008
2024-10-06,324850,1101163,2140604,4349037,4004789,4782343,2346529,712008
2024-10-07,324867,1101235,2141154,4346740,4017596,4782630,2335618,712008
2024-10-08,324945,1101625,2141095,4349956,4037535,4771985,2323199,712008
2024-10-09,325001,1101786,2141122,4350474,4037527,4769656,2325185,712008
2024-10-10,325038,1102007,2140569,4351022,4047977,4758293,2326295,712008
2024-10-11,325367,1102415,2140763,4351264,4068295,4740980,2322559,712008
2024-10-12,325492,1102819,2140877,4351406,4080998,4728783,2321730,712008
2024-10-13,325336,1102816,2140518,4351520,4081539,4719390,2331425,712008
2024-10-14,324949,1101434,2139482,4350623,4090927,4723434,2322141,712008
2024-10-15,324847,1101047,2138227,4350780,4089249,4729137,2320178,712008
2024-10-16,324986,1100974,2137731,4348480,4088978,4744135,2308621,712008
2024-10-17,324939,1100647,2137262,4348987,4076455,4735382,2330722,712008
2024-10-18,324878,1100425,2137490,4348353,4086017,4719752,2337898,712008
2024-10-19,324807,1100400,2137486,4348026,4083981,4732433,2328213,712008
2024-10-20,324693,1100616,2137139,4348227,4082540,4737153,2325517,712008
2024-10-21,324754,1100741,2137362,4347096,4086875,4730038,2333899,707658
2024-10-22,325137,1100997,2136947,4347859,4092950,4721100,2336205,707658
2024-10-23,324922,1100789,2137118,4346409,4097137,4718389,2336925,707658
2024-10-24,324954,1101235,2137449,4348167,4098926,4714751,2336648,707658
2024-10-25,324906,1101364,2136823,4345424,4104505,4724178,2325434,707658
2024-10-26,324907,1101472,2136756,4345377,4099753,4729354,2325442,707658
2024-10-27,324836,1101618,2136273,4346264,4099333,4728829,2326404,707658
2024-10-28,324813,1101591,2135712,4345177,4105102,4727555,2324143,707658
2024-10-29,324670,1101101,2134369,4344014,4106123,4731849,2322456,707658
2024-10-30,324188,1100364,2133256,4341986,4118149,4737516,2312477,704858
2024-10-31,324147,1100392,2132978,4345500,4121320,4729686,2314375,704858
2024-11-01,324183,1100838,2133127,4343851,4133344,4714704,2318835,704858
2024-11-02,324100,1100783,2133190,4344524,4131442,4715441,2319863,704858
2024-11-03,323818,1099922,2133194,4343640,4133338,4714312,2321516,704858
2024-11-04,323746,1099436,2133353,4344322,4137798,4694509,2337055,704858
2024-11-05,323833,1099547,2133277,4345859,4147953,4684920,2335269,704858
2024-11-06,323668,1098977,2131862,4342329,4138621,4720287,2327390,692858
2024-11-07,323714,1098494,2130828,4339671,4140903,4736791,2313214,692858
2024-11-08,323722,1098431,2129983,4339070,4152021,4738294,2302550,692858
2024-11-09,323936,1097307,2128569,4336840,4150633,4739471,2307738,692858
2024-11-10,323871,1096616,2127338,4334775,4155108,4736260,2309205,694658
2024-11-11,323743,1095419,2125693,4333222,4152396,4760137,2292957,694658
2024-11-12,323287,1092976,2120857,4326903,4134456,4795778,2279945,704497
2024-11-13,323243,1091832,2117615,4326696,4148550,4785402,2281283,704497
2024-11-14,322969,1090341,2115275,4323245,4169229,4761798,2292188,704497
2024-11-15,322520,1089772,2114852,4319804,4205519,4726487,2296555,704497
2024-11-16,322188,1089071,2114186,4317574,4214323,4719679,2298963,704497
2024-11-17,322163,1088735,2114303,4316752,4212609,4721993,2299909,704497
2024-11-18,322286,1088469,2113630,4317972,4222267,4717345,2294954,704497
2024-11-19,322312,1088344,2113039,4315228,4217575,4734676,2326212,664583
2024-11-20,322332,1087947,2111177,4313820,4226470,4721843,2334274,664583
2024-11-21,322084,1087222,2108922,4312163,4241558,4701496,2356872,652583
2024-11-22,321832,1085807,2105867,4309093,4253396,4693339,2361455,652583
2024-11-23,321121,1083267,2103034,4306175,4258102,4698175,2360325,653583
2024-11-24,320810,1082703,2102258,4305897,4263960,4713801,2349829,644934
2024-11-25,320752,1082537,2101766,4305439,4270639,4712905,2344210,646434
2024-11-26,320370,1081201,2100146,4304705,4266479,4714894,2349440,647934
2024-11-27,320448,1081101,2099883,4303956,4278428,4706423,2347406,647934
2024-11-28,320637,1080981,2100323,4302684,4274737,4708529,2350176,647934
2024-11-29,320235,1080118,2098875,4303106,4292396,4698373,2345382,647934
2024-11-30,320293,1079959,2099222,4304564,4290311,4699308,2345322,647934
2024-12-01,320290,1079746,2098786,4304851,4292400,4697438,2345946,647934
2024-12-02,320170,1079483,2097720,4305152,4307950,4697374,2332033,647934
2024-12-03,320038,1079022,2097055,4306061,4309540,4692162,2336500,647934
2024-12-04,319950,1078623,2096818,4307900,4314587,4695607,2327334,647934
2024-12-05,319800,1077955,2093698,4305657,4335037,4696188,2312977,647934
2024-12-06,319650,1077552,2092459,4306129,4366946,4665946,2313044,647934
2024-12-07,319225,1076762,2092028,4304764,4362171,4669229,2317993,647934
2024-12-08,319039,1076365,2091802,4304318,4361482,4670619,2319002,647934
2024-12-09,318509,1076031,2090697,4305354,4359048,4664919,2328596,647934
2024-12-10,318464,1075883,2090580,4304647,4354862,4659813,2339357,647934
2024-12-11,318420,1075568,2090361,4305059,4361321,4654431,2338115,648734
2024-12-12,318080,1073957,2089859,4303351,4356683,4694573,2307224,648734
2024-12-13,318129,1073792,2089188,4303667,4360907,4706526,2292040,648734
2024-12-14,318178,1073749,2088873,4306065,4359219,4698758,2299926,648734
2024-12-15,318245,1073633,2088966,4305282,4360728,4696239,2302091,648734
2024-12-16,318212,1073364,2088957,4307108,4370397,4700464,2287117,648734
2024-12-17,318136,1073267,2088344,4299719,4439642,4635340,2291626,648734
2024-12-18,317878,1072730,2087785,4299440,4451357,4625307,2292037,648734
2024-12-19,317678,1072873,2087588,4300826,4474584,4595665,2297761,648734
2024-12-20,316956,1072743,2087496,4300531,4471398,4605583,2293752,647734
2024-12-21,316692,1072806,2087396,4300264,4469109,4609801,2292832,647734
2024-12-22,316274,1072699,2086725,4299392,4468028,4612468,2293797,647734
2024-12-23,316010,1072468,2086318,4300832,4466578,4608982,2298633,647734
2024-12-24,315928,1072449,2086589,4301632,4470010,4579621,2323993,647734
2024-12-25,315349,1072216,2086741,4301593,4469470,4580268,2325090,647734
2024-12-26,315098,1072044,2086945,4303747,4463410,4589541,2320324,647734
2024-12-27,314593,1071754,2087080,4302965,4470322,4584116,2320779,647734
2024-12-28,314572,1071971,2087279,4303932,4467582,4587312,2319410,647734
2024-12-29,314536,1072243,2087930,4304409,4470678,4584962,2317815,647734
2024-12-30,314422,1072256,2089223,4306702,4453594,4597838,2318984,647734
2024-12-31,314461,1072376,2088886,4304623,4456723,4611720,2304670,647734
2025-01-01,314419,1072515,2089508,4305560,4463435,4601896,2306540,647734
2025-01-02,314393,1072522,2089328,4304988,4463341,4604508,2305328,647734
2025-01-03,314509,1072459,2089957,4305686,4463534,4605221,2303488,647734
2025-01-04,314578,1072500,2090251,4305303,4462625,4606274,2303799,647734
2025-01-05,314569,1072606,2090525,4305696,4461449,4608377,2302591,647734
2025-01-06,314767,1072725,2089895,4306620,4465324,4606593,2300294,647734
2025-01-07,314787,1072729,2090178,4304714,4471495,4606188,2296555,647734
2025-01-08,314768,1072618,2089750,4307767,4464290,4609141,2298704,647734
2025-01-09,314859,1072748,2089737,4308320,4468165,4605274,2298390,647734
2025-01-10,314946,1073035,2090495,4307954,4466036,4620781,2284686,647734
2025-01-11,314914,1073014,2090713,4307034,4472368,4601425,2298924,647734
2025-01-12,314914,1073084,2091062,4308565,4472390,4594938,2303952,647734
2025-01-13,314995,1073202,2091276,4309631,4469136,4596354,2304718,647734
2025-01-14,314872,1073053,2091071,4310748,4467839,4602806,2299410,647734
2025-01-15,314958,1073093,2090854,4311137,4469510,4600899,2299789,647734
2025-01-16,314972,1073123,2091391,4310077,4470708,4614033,2286324,647734
2025-01-17,314989,1072795,2090184,4310143,4482439,4622078,2268456,647734
2025-01-18,315126,1072547,2089889,4309824,4482373,4622731,2269022,647734
2025-01-19,315017,1072178,2089951,4307727,4476269,4628933,2271905,647734
2025-01-20,315132,1072129,2088684,4305941,4479906,4629887,2270762,647734
2025-01-21,315114,1071598,2088381,4303986,4485885,4638502,2259413,647734
2025-01-22,315151,1071259,2087977,4303985,4493306,4632254,2259386,647734
2025-01-23,315296,1071326,2086254,4302015,4524128,4595546,2269200,647734
2025-01-24,315286,1071070,2085703,4306592,4533067,4583914,2268585,647734
2025-01-25,315381,1071062,2085747,4311047,4535249,4575504,2270594,647734
2025-01-26,315343,1071131,2085810,4311908,4534254,4576624,2269970,647734
2025-01-27,315386,1071296,2085264,4313783,4536762,4573899,2269118,647734
2025-01-28,315478,1071431,2084934,4318509,4541394,4568658,2265563,647734
2025-01-29,315440,1071375,2085008,4319089,4542006,4566266,2267266,647734
2025-01-30,315530,1071339,2084654,4318383,4544495,4566857,2265646,647734
2025-01-31,315645,1071415,2085064,4317777,4545810,4566255,2265365,647734
2025-02-01,315600,1071555,2085318,4318432,4544079,4566822,2266072,647734
2025-02-02,315435,1071590,2085750,4318548,4546098,4566449,2264561,647734
2025-02-03,315292,1070977,2083835,4316643,4519576,4595091,2267488,647734
2025-02-04,315200,1071011,2084121,4319177,4558853,4538347,2282616,647734
2025-02-05,315164,1071141,2083796,4321757,4592475,4519976,2265443,647734
2025-02-06,315172,1071205,2084057,4322350,4586548,4516700,2274174,647734
2025-02-07,315050,1071266,2084201,4323696,4589965,4511092,2275477,647734
2025-02-08,315058,1071445,2084071,4326334,4592091,4506404,2275867,647734
2025-02-09,315010,1071450,2084132,4324934,4591297,4508252,2276644,647734
2025-02-10,315036,1071607,2084586,4324896,4593298,4511886,2270814,647734
2025-02-11,314967,1071626,2084857,4323931,4590809,4507391,2278953,647734
2025-02-12,314962,1071639,2084887,4321606,4593164,4504087,2282591,647734
2025-02-13,314934,1071655,2085016,4320010,4592655,4505045,2284104,647734
2025-02-14,314873,1071793,2085318,4318540,4598481,4504550,2280348,647734
2025-02-15,314923,1072005,2085345,4317529,4600227,4503866,2280505,647734
2025-02-16,314961,1072220,2085440,4319252,4601241,4503445,2278287,647734
2025-02-17,315034,1072274,2085110,4319809,4600181,4503984,2278899,647734
2025-02-18,315014,1072086,2084513,4321759,4598919,4513880,2269561,647734
2025-02-19,315199,1072204,2084476,4322290,4596316,4515989,2269637,647734
2025-02-20,315314,1072207,2084090,4321203,4604735,4511596,2260339,654768
2025-02-21,315425,1072593,2083878,4317094,4601371,4527927,2251625,654768
2025-02-22,315661,1073308,2086739,4320575,4600390,4528006,2245663,654768
2025-02-23,315890,1073733,2087930,4321383,4599944,4525878,2245989,654768
2025-02-24,316038,1074059,2088697,4328674,4596312,4521049,2246324,654768
2025-02-25,316183,1073797,2089430,4325720,4604348,4507852,2245996,663047
2025-02-26,316223,1073756,2090678,4327165,4608294,4494710,2252996,663047
2025-02-27,315927,1073591,2091924,4326603,4609109,4497196,2249952,663047
2025-02-28,316029,1072983,2091940,4323619,4612200,4487802,2260221,663047
2025-03-01,316087,1072981,2093523,4324344,4606405,4493891,2257980,663047
2025-03-02,316251,1073410,2096225,4323977,4608892,4491794,2255094,663047
2025-03-03,316248,1073393,2097568,4325942,4599464,4495438,2258036,663047
2025-03-04,316326,1073506,2097942,4323628,4600831,4493039,2261261,663047
2025-03-05,316410,1073561,2097227,4324170,4606425,4489213,2259951,663047
2025-03-06,316462,1072886,2097443,4322497,4601915,4483920,2272343,663047
2025-03-07,316389,1072702,2096948,4320296,4590706,4498103,2272773,663047
2025-03-08,316213,1072617,2096910,4322239,4589938,4496018,2274451,663047
2025-03-09,316198,1072694,2097220,4322270,4587078,4496838,2276582,663047
2025-03-10,316303,1072757,2097272,4321770,4587272,4495592,2270378,671047
2025-03-11,316530,1072929,2097076,4320282,4582643,4508483,2263836,671047
2025-03-12,316652,1073290,2097502,4319921,4578885,4495151,2280862,671047
2025-03-13,316876,1073530,2097739,4317467,4553700,4522372,2281050,671047
2025-03-14,316586,1072910,2096904,4315214,4560123,4518538,2282918,671047
2025-03-15,316638,1073111,2096920,4314058,4560675,4519429,2282762,671047
2025-03-16,316625,1073107,2097029,4313065,4557548,4524098,2282602,671047
2025-03-17,316512,1072943,2096791,4314187,4561236,4518533,2284303,671047
2025-03-18,316573,1072973,2097084,4313885,4556415,4523405,2284596,671047
2025-03-19,316495,1072965,2097419,4313135,4559969,4522024,2283394,671047
2025-03-20,316513,1073139,2097429,4313484,4565987,4518368,2280935,671047
2025-03-21,316395,1073207,2097481,4313243,4565993,4517881,2282102,671047
2025-03-22,316434,1073412,2097243,4312482,4566623,4518194,2282389,671047
2025-03-23,316312,1073464,2097695,4312442,4567242,4518391,2281686,671047
2025-03-24,316148,1073490,2096736,4312881,4574901,4527855,2265735,671047
2025-03-25,316093,1073549,2096637,4311805,4574342,4540994,2254788,671047
2025-03-26,316134,1073520,2096221,4314334,4574779,4547136,2246556,671047
2025-03-27,316097,1073549,2096246,4313217,4575118,4558892,2236049,671047
2025-03-28,315966,1073389,2095919,4314931,4586299,4542626,2240516,671047
2025-03-29,315919,1073134,2095832,4316347,4580179,4546938,2241738,671047
2025-03-30,315998,1073224,2096067,4317064,4579277,4550649,2238206,671047
2025-03-31,316090,1073326,2096136,4314837,4575388,4540190,2255001,671047
2025-04-01,316170,1073402,2095559,4314972,4579142,4545365,2246798,671047
2025-04-02,316111,1073130,2094771,4312250,4589952,4537968,2247733,671047
2025-04-03,316066,1073080,2094889,4310695,4584887,4540497,2252269,671047
2025-04-04,316058,1073234,2094967,4310415,4584055,4552833,2233775,678657
2025-04-05,316008,1073230,2094707,4311251,4585770,4550233,2234666,678657
2025-04-06,315960,1073269,2095635,4311269,4583832,4548772,2237546,678657
2025-04-07,315949,1072967,2093598,4310112,4587928,4542259,2243949,678657
2025-04-08,316093,1072986,2093487,4309264,4586936,4543737,2244732,678657
2025-04-09,316167,1072920,2093399,4310093,4580386,4547997,2246710,678657
2025-04-10,316192,1073028,2093383,4310411,4588507,4539514,2247079,678657
2025-04-11,316159,1073180,2093844,4309629,4591102,4544610,2240051,678657
2025-04-12,316163,1073113,2093495,4309456,4587137,4547128,2242538,678657
2025-04-13,316178,1073251,2093121,4308504,4590362,4543442,2244699,678657
2025-04-14,316150,1073244,2091779,4307043,4587197,4550179,2244429,678657
2025-04-15,316210,1073349,2091464,4307515,4583797,4553467,2244705,678657
2025-04-16,316241,1073385,2091236,4309223,4586274,4563740,2230821,678657
2025-04-17,316271,1073550,2091099,4311096,4591837,4548440,2244108,673657
2025-04-18,316284,1073598,2090999,4312283,4592054,4547729,2243908,673657
2025-04-19,316292,1073645,2091365,4310343,4593506,4547584,2244551,673657
2025-04-20,316382,1073786,2091486,4310643,4595005,4545666,2244707,673657
2025-04-21,316240,1073727,2091173,4310530,4599943,4543790,2236698,679639
2025-04-22,316201,1073715,2090766,4309190,4607786,4550302,2224579,679639
2025-04-23,316338,1073711,2090672,4307993,4609670,4549204,2237344,667639
2025-04-24,316235,1073174,2089767,4308513,4615467,4547320,2234876,667639
2025-04-25,316208,1073246,2089205,4305735,4619402,4567677,2219524,662463
2025-04-26,316308,1073231,2088731,4308279,4617237,4571527,2216097,662463
2025-04-27,316434,1073329,2089508,4307650,4615434,4573419,2216011,662463
2025-04-28,316397,1073435,2089175,4307654,4622641,4566477,2216466,662463
2025-04-29,316345,1073223,2089128,4307053,4627193,4553321,2226462,662463
2025-04-30,316177,1073356,2089307,4306962,4630043,4549283,2228011,662463
2025-05-01,316180,1073378,2089445,4306926,4633081,4548381,2226165,662463
2025-05-02,316041,1073622,2089338,4306605,4636140,4558926,2213371,662463
2025-05-03,316023,1073720,2089432,4306570,4636255,4559201,2213344,662463
2025-05-04,316013,1073875,2089463,4306595,4635417,4550293,2223333,662463
2025-05-05,316059,1073980,2089131,4305752,4645445,4528752,2236407,662463
2025-05-06,316064,1074076,2088640,4305504,4647066,4527681,2236954,662463
2025-05-07,316074,1074026,2087353,4304459,4656186,4520215,2238104,662463
2025-05-08,315858,1073361,2086979,4303953,4662626,4517667,2236489,662463
2025-05-09,315869,1072617,2085816,4303609,4663792,4530747,2224926,662463
2025-05-10,315743,1072491,2085979,4302105,4662576,4534631,2224335,662463
2025-05-11,315760,1072450,2084556,4304143,4660339,4535822,2225230,662463
2025-05-12,315849,1072556,2083825,4303410,4664847,4557275,2201012,662463
2025-05-13,315770,1072662,2083313,4304207,4673449,4540111,2209667,662463
2025-05-14,315620,1072579,2082680,4303331,4677892,4529005,2218493,662463
2025-05-15,315659,1072697,2082542,4301600,4682694,4524185,2220702,662463
2025-05-16,315793,1072963,2082358,4300999,4685336,4532660,2210402,662463
2025-05-17,315595,1073026,2082622,4299743,4684286,4536190,2209486,662463
2025-05-18,315640,1073091,2082383,4301606,4679870,4528721,2220117,662463
2025-05-19,316274,1074456,2085373,4310012,4692700,4562455,2243714,662463
2025-05-20,316499,1074983,2085770,4311642,4699554,4569356,2260868,662463
2025-05-21,316600,1075333,2086666,4311649,4705435,4566848,2269875,662463
2025-05-22,316600,1075333,2086666,4311649,4705435,4566848,2269875,662463
2025-05-23,316600,1075333,2086666,4311649,4705435,4566848,2269875,662463
2025-05-24,315192,1072139,2077358,4291213,4690105,4525124,2233068,662463
2025-05-25,315226,1072156,2077352,4291340,4691750,4534372,2222499,662463
2025-05-26,315274,1072232,2077316,4291548,4695910,4531227,2221640,662463
2025-05-27,315324,1072263,2076544,4293439,4695779,4504034,2248240,662463
2025-05-28,315321,1072441,2075244,4293258,4713220,4492966,2243627,662463
2025-05-29,315267,1072497,2075422,4291920,4717244,4493867,2240369,662463
2025-05-30,315358,1072785,2075478,4291011,4728184,4478143,2246117,662463
2025-05-31,315301,1072769,2075360,4291051,4728344,4481683,2243078,662463
2025-06-01,315295,1072795,2075591,4290811,4731835,4481817,2239871,662463
2025-06-02,315333,1072922,2075286,4292330,4730904,4495759,2225898,662463
2025-06-03,315345,1073005,2075252,4293156,4732053,4510869,2218205,653463
2025-06-04,315420,1073132,2075867,4293699,4735038,4508876,2216035,653463
2025-06-05,315315,1072873,2074673,4289655,4731633,4506130,2201145,653463
2025-06-06,315540,1073252,2075160,4292943,4726266,4523803,2212142,653463
2025-06-07,315548,1073279,2074840,4294487,4721663,4525591,2214137,653463
2025-06-08,315508,1073302,2074852,4296152,4719327,4523547,2217361,653463
2025-06-09,315476,1072585,2073536,4296572,4721382,4514323,2226610,653463
2025-06-10,315384,1072467,2073178,4297326,4724085,4511133,2227385,653463
2025-06-11,315106,1072336,2073018,4297776,4726276,4508564,2228371,653463
2025-06-12,315041,1072177,2072527,4299966,4733838,4499388,2228964,653463
2025-06-13,315151,1072199,2071960,4300275,4744666,4488558,2229565,653463
2025-06-14,315104,1072304,2071847,4300394,4744069,4488624,2230459,653463
2025-06-15,315119,1071957,2071548,4300156,4744858,4488795,2230815,653463
2025-06-16,315214,1071629,2071002,4305197,4746793,4485843,2247285,634214
2025-06-17,315147,1071630,2070852,4304238,4750154,4477848,2253449,634214
2025-06-18,315255,1071717,2070589,4303803,4754443,4473505,2254463,634214
2025-06-19,315170,1071596,2067485,4308167,4751014,4476517,2254220,634214
2025-06-20,315225,1071422,2067323,4306993,4757004,4472528,2254131,634214
2025-06-21,315120,1071529,2067433,4307062,4757251,4472245,2254442,634214
2025-06-22,315097,1071115,2067338,4307602,4759440,4470364,2254449,634214
2025-06-23,315146,1070965,2067093,4308212,4755713,4474404,2254232,634214
2025-06-24,315199,1070915,2066997,4309821,4761696,4479024,2242447,634214
2025-06-25,315108,1070755,2066595,4308170,4761329,4480417,2244171,634214
2025-06-26,315156,1070417,2066439,4306534,4769418,4473778,2245299,634214
2025-06-27,315164,1070414,2066379,4313778,4766966,4480778,2233933,634214
2025-06-28,315181,1070450,2066239,4315539,4774009,4471755,2234693,634214
2025-06-29,315164,1070404,2066746,4317171,4773812,4471969,2233085,634214
2025-06-30,315210,1070451,2066238,4321166,4773682,4471585,2230509,634214
2025-07-01,315228,1070551,2065925,4321956,4780444,4456198,2238969,634214
