Date,0-0.1,0.1-1,1-10,10-100,"100-1,000","1,000-10,000","10,000-100,000","100,000-1,000,000"
2023-06-11,304345,1051005,2112071,4443578,3899169,4602403,2440401,543959
2023-06-12,303821,1050062,2113062,4445591,3902060,4600330,2438959,543959
2023-06-13,303868,1050289,2113573,4444896,3899350,4598566,2444275,543959
2023-06-14,304040,1050452,2114520,4446922,3893643,4601443,2444604,543959
2023-06-15,304415,1051105,2115635,4447572,3893567,4605851,2326689,655659
2023-06-16,304871,1052092,2116419,4448385,3892838,4620746,2310422,655659
2023-06-17,305038,1052413,2116894,4447155,3887155,4618171,2319878,655659
2023-06-18,305222,1051954,2117139,4447144,3884864,4634297,2306965,655659
2023-06-19,304699,1051379,2117807,4449289,3881715,4651578,2294225,653485
2023-06-20,305092,1052113,2119159,4448285,3878094,4669223,2279550,653485
2023-06-21,305282,1051889,2118025,4446185,3886825,4659822,2284282,653485
2023-06-22,305215,1051559,2116348,4443024,3885145,4670581,2281264,653485
2023-06-23,305548,1052031,2117171,4441724,3887559,4677561,2272354,653485
2023-06-24,305379,1052101,2115900,4441346,3889485,4677472,2273182,653485
2023-06-25,305382,1051959,2116224,4444462,3886565,4675902,2275284,653485
2023-06-26,305420,1052039,2116824,4443835,3887984,4682611,2267978,653485
2023-06-27,305589,1052316,2117285,4445682,3890058,4691005,2255638,653485
2023-06-28,305935,1052806,2117885,4445282,3889928,4675053,2264794,660085
2023-06-29,305946,1053213,2118626,4445905,3889956,4668602,2270312,660085
2023-06-30,305206,1053169,2118446,4440361,3893176,4667232,2275976,660085
2023-07-01,304912,1053567,2119250,4441063,3894921,4680957,2259739,660085
2023-07-02,304244,1053823,2120261,4439532,3893861,4685369,2258352,660085
2023-07-03,304279,1053782,2119887,4440450,3894103,4693217,2250591,660085
2023-07-04,303935,1053902,2120047,4437810,3899585,4687159,2254803,660085
2023-07-05,304056,1054362,2120462,4440283,3897025,4684719,2257227,660085
2023-07-06,303922,1053793,2121219,4438508,3897155,4686189,2258217,660085
2023-07-07,304117,1054593,2121877,4439322,3896095,4689912,2254218,660085
2023-07-08,304181,1054853,2122459,4440876,3894673,4687859,2256309,660085
2023-07-09,303814,1054859,2122665,4440379,3897062,4687200,2256330,660085
2023-07-10,303682,1054363,2122294,4441026,3896196,4690068,2255598,660085
2023-07-11,303843,1054878,2122958,4442238,3883658,4700879,2255680,660085
2023-07-12,303930,1055122,2123164,4442101,3886615,4697261,2256805,660085
2023-07-13,304464,1055874,2123825,4442445,3874937,4706445,2257795,660085
2023-07-14,304898,1056248,2124300,4440838,3883858,4694728,2261763,660085
2023-07-15,305223,1056820,2124793,4439681,3882213,4698334,2260408,660085
2023-07-16,305500,1057110,2124959,4441337,3880046,4698197,2261259,660085
2023-07-17,305730,1057490,2125675,4442412,3878254,4696971,2262728,660085
2023-07-18,305905,1057475,2126037,4444220,3876086,4696950,2263623,660085
2023-07-19,306141,1057692,2126657,4443815,3879228,4697547,2260160,660085
2023-07-20,306574,1058099,2127266,4442959,3875721,4700503,2260908,660085
2023-07-21,306804,1058480,2127257,4444591,3875740,4700082,2259800,660085
2023-07-22,306900,1058630,2127289,4446040,3873417,4701566,2259705,660085
2023-07-23,306749,1058515,2127090,4445781,3876356,4699273,2260746,660085
2023-07-24,306523,1058414,2128180,4446087,3874161,4698352,2263706,660085
2023-07-25,306918,1059029,2128876,4449155,3870614,4697811,2263905,660085
2023-07-26,307034,1059191,2128843,4446684,3874686,4693786,2267009,660085
2023-07-27,307510,1059536,2128952,4443753,3872820,4694291,2271173,660085
2023-07-28,307830,1060004,2129133,4443691,3875404,4690496,2272377,660085
2023-07-29,308089,1059982,2129460,4443085,3877226,4688722,2273202,660085
2023-07-30,308134,1059972,2129450,4445119,3878475,4686410,2273180,660085
2023-07-31,308084,1060154,2129684,4444280,3879853,4685541,2274125,660085
2023-08-01,308315,1060884,2130196,4444581,3881541,4676962,2280093,660085
2023-08-02,308156,1060636,2130751,4444599,3879117,4681672,2278579,660085
2023-08-03,308249,1061060,2131169,4445638,3877561,4691910,2268890,660085
2023-08-04,308462,1061242,2131451,4444373,3880629,4691391,2267706,660085
2023-08-05,308282,1061224,2130998,4442210,3876926,4694973,2271585,660085
2023-08-06,308421,1061442,2131368,4442373,3876817,4694668,2272089,660085
2023-08-07,308488,1062120,2131959,4444452,3875151,4694692,2271232,660085
2023-08-08,308255,1062204,2132385,4448022,3874427,4693228,2270382,660085
2023-08-09,308037,1062399,2132128,4444724,3871432,4692125,2279046,660085
2023-08-10,308012,1062297,2133202,4447928,3868701,4686704,2283883,660085
2023-08-11,308008,1062552,2133015,4449905,3866697,4686651,2284838,660085
2023-08-12,308172,1062751,2132804,4453128,3861378,4689410,2285030,660085
2023-08-13,308417,1062858,2133124,4453331,3859093,4691434,2285251,660085
2023-08-14,308256,1062990,2132994,4451062,3860221,4692934,2286129,660085
2023-08-15,308404,1062789,2133088,4452987,3858338,4696024,2284028,660085
2023-08-16,308223,1062880,2133139,4453907,3858585,4691448,2288463,660085
2023-08-17,308201,1063163,2133704,4454858,3857441,4685617,2294680,660085
2023-08-18,308673,1063869,2135228,4454279,3859516,4678371,2298534,660085
2023-08-19,309040,1064199,2135593,4454924,3860395,4677255,2297954,660085
2023-08-20,309223,1064600,2136464,4454215,3860754,4677854,2297299,660085
2023-08-21,309282,1065213,2136845,4453614,3861022,4682506,2292961,660085
2023-08-22,309486,1065904,2138260,4454582,3855797,4686818,2291437,660085
2023-08-23,309373,1066373,2138692,4456654,3858717,4686244,2287199,660085
2023-08-24,309452,1066712,2139158,4456061,3858689,4690648,2283414,660085
2023-08-25,309612,1067350,2139431,4457703,3857866,4694658,2278332,660085
2023-08-26,309886,1067758,2139950,4456861,3857011,4693856,2280492,660085
2023-08-27,310198,1068101,2140238,4456797,3854795,4695977,2280427,660085
2023-08-28,310199,1068528,2140584,4459164,3855361,4689771,2283640,660085
2023-08-29,310270,1069088,2141662,4459416,3855719,4702022,2270069,660085
2023-08-30,310940,1069494,2141489,4458967,3855925,4705868,2266382,660085
2023-08-31,310871,1069640,2142025,4460644,3859919,4696991,2269851,660085
2023-09-01,311103,1070021,2142546,4461707,3857292,4691163,2277079,660085
2023-09-02,311480,1070460,2143061,4462635,3856933,4688485,2278800,660085
2023-09-03,311759,1070737,2143851,4464027,3858088,4686944,2277402,660085
2023-09-04,312123,1070945,2143813,4464108,3862462,4684389,2275897,660085
2023-09-05,312486,1071331,2144449,4464985,3859099,4686735,2275455,660085
2023-09-06,313005,1071873,2145006,4464043,3862698,4689685,2269099,660085
2023-09-07,313318,1072191,2145487,4463808,3863189,4689261,2269012,660085
2023-09-08,313550,1072874,2146508,4464160,3857844,4692880,2269311,660085
2023-09-09,313995,1073386,2147112,4464131,3859973,4690328,2269115,660085
2023-09-10,314406,1074066,2147113,4464230,3859180,4692088,2267920,660085
2023-09-11,313764,1073668,2146770,4465862,3860796,4688464,2270592,660085
2023-09-12,313815,1073894,2147050,4465646,3857598,4693136,2269702,660085
2023-09-13,313934,1074167,2146950,4466358,3862708,4688614,2269004,660085
2023-09-14,314005,1074532,2147226,4465240,3857156,4695926,2268654,660085
2023-09-15,314346,1075012,2148594,4464969,3858976,4694811,2267195,660085
2023-09-16,314771,1075261,2148524,4465056,3858917,4695449,2266930,660085
2023-09-17,315157,1075643,2148955,4465172,3859778,4694980,2266192,660085
2023-09-18,315417,1076183,2149918,4465697,3859199,4697991,2262443,660085
2023-09-19,315687,1076728,2151470,4465464,3859843,4696237,2262261,660085
2023-09-20,315831,1077203,2151948,4465505,3860310,4699147,2258682,660085
2023-09-21,315547,1077671,2152502,4465691,3860132,4698807,2259110,660085
2023-09-22,316122,1078363,2153575,4465606,3859472,4694848,2262280,660085
2023-09-23,316281,1078373,2153385,4465096,3857706,4696791,2263601,660085
2023-09-24,315570,1078291,2153669,4465872,3858798,4706486,2253511,660085
2023-09-25,314207,1078305,2152507,4468360,3866187,4689595,2263911,660085
2023-09-26,313913,1078032,2152761,4470052,3867900,4687623,2263654,660085
2023-09-27,313475,1078235,2152961,4469558,3867595,4687305,2265775,660085
2023-09-28,313360,1078123,2153018,4469535,3872213,4695026,2254566,660085
2023-09-29,313169,1077974,2152994,4467335,3873063,4697482,2254705,660085
2023-09-30,312933,1077519,2153015,4467613,3868606,4702523,2255388,660085
2023-10-01,312742,1077414,2152914,4469572,3870946,4698863,2256020,660085
2023-10-02,312589,1077762,2152507,4468229,3866099,4704566,2257682,660085
2023-10-03,312528,1078196,2152923,4469003,3868520,4702719,2256588,660085
2023-10-04,312276,1078074,2154197,4468584,3876044,4693493,2258639,660085
2023-10-05,312562,1078794,2154532,4467408,3875639,4706437,2246807,660085
2023-10-06,312510,1078819,2154294,4468552,3879913,4701785,2247305,660085
2023-10-07,312362,1077012,2148527,4460244,3877125,4712198,2256767,660085
2023-10-08,312246,1076881,2148398,4461547,3877561,4711151,2257375,660085
2023-10-09,311838,1077180,2149021,4462539,3880569,4698220,2266717,660085
2023-10-10,311696,1077441,2149251,4461060,3885935,4692519,2269270,660085
2023-10-11,311153,1077269,2148320,4463370,3882237,4691414,2274421,660085
2023-10-12,311036,1077184,2148222,4462898,3883452,4685676,2280677,660085
2023-10-13,310998,1077542,2148413,4462397,3884567,4684878,2281253,660085
2023-10-14,311016,1077840,2144364,4450874,3901008,4685551,2280313,660085
2023-10-15,311352,1078088,2144497,4452531,3899326,4683607,2282620,660085
2023-10-16,311277,1078421,2144755,4451420,3895222,4695622,2276150,660085
2023-10-17,311055,1077921,2144220,4447459,3895984,4703505,2273747,660085
2023-10-18,310825,1078498,2144534,4448307,3893398,4705805,2273400,660085
2023-10-19,311125,1079165,2144709,4449302,3896645,4714029,2260741,660085
2023-10-20,311157,1079272,2144109,4444407,3903242,4713803,2260564,660085
2023-10-21,311194,1079081,2143411,4444233,3900836,4696192,2282514,660085
2023-10-22,311276,1078611,2143433,4444691,3904432,4681333,2294583,660085
2023-10-23,310491,1078533,2142936,4445159,3907884,4691949,2282415,660085
2023-10-24,310185,1078511,2141929,4444825,3900271,4711841,2272616,660085
2023-10-25,310183,1078215,2141264,4440920,3901677,4701076,2287773,660085
2023-10-26,310102,1078205,2141099,4439227,3896615,4699508,2297296,660085
2023-10-27,310081,1077407,2141258,4440034,3895707,4692077,2306382,660085
2023-10-28,310039,1077436,2141347,4439866,3896230,4680724,2318360,660085
2023-10-29,310045,1077650,2141632,4440777,3897174,4678669,2318912,660085
2023-10-30,310115,1078095,2141125,4441663,3898141,4679711,2316940,660085
2023-10-31,309997,1077760,2141595,4443185,3898609,4687676,2307949,660085
2023-11-01,309765,1078059,2142256,4442387,3893704,4683356,2318227,660085
2023-11-02,309883,1078261,2142661,4443264,3894308,4690852,2309385,660085
2023-11-03,310357,1078491,2142475,4444128,3897609,4694532,2289880,672085
2023-11-04,310804,1079262,2143076,4444684,3892215,4698059,2290427,672085
2023-11-05,311197,1079318,2143161,4443779,3895646,4696264,2290163,672085
2023-11-06,311577,1080050,2143195,4446149,3894716,4694499,2290141,672085
2023-11-07,312085,1080501,2142865,4445191,3901467,4674692,2304359,672085
2023-11-08,312587,1080974,2143420,4445283,3907407,4677078,2295385,672085
2023-11-09,313320,1082310,2145410,4447633,3909170,4697330,2267794,672085
2023-11-10,313089,1081779,2142613,4442796,3892379,4678525,2312783,672085
2023-11-11,313329,1082143,2142504,4439887,3890326,4663201,2333520,672085
2023-11-12,313753,1082651,2142774,4439951,3891477,4661398,2333916,672085
2023-11-13,314093,1082993,2143179,4439667,3895204,4660384,2331202,672085
2023-11-14,314232,1083315,2143163,4439488,3896289,4667384,2323744,672085
2023-11-15,314643,1083817,2144035,4437880,3894493,4670944,2322683,672085
2023-11-16,315544,1084994,2145039,4437886,3896757,4679465,2309725,672085
2023-11-17,315780,1085110,2145957,4435349,3895791,4677559,2314800,672085
2023-11-18,316289,1085472,2145996,4434785,3897632,4674422,2316702,672085
2023-11-19,316536,1085758,2146243,4434376,3892843,4679497,2317119,672085
2023-11-20,316479,1085935,2146448,4432270,3900983,4680404,2310878,672085
2023-11-21,316969,1086747,2147573,4435442,3904718,4694790,2288039,672085
2023-11-22,317328,1087045,2149555,4438694,3902719,4709370,2270530,672085
2023-11-23,317866,1087854,2150449,4436852,3896286,4711196,2275644,672085
2023-11-24,317833,1087843,2151065,4434781,3891079,4725388,2269176,672085
2023-11-25,317978,1088091,2151522,4431145,3891244,4716741,2281457,672085
2023-11-26,318206,1088636,2151916,4431676,3897026,4711666,2279976,672085
2023-11-27,318400,1089058,2151935,4432257,3899224,4720494,2268521,672085
2023-11-28,318221,1089327,2152046,4431778,3898085,4737852,2253576,672085
2023-11-29,318157,1089727,2152678,4430970,3901940,4721544,2266686,672085
2023-11-30,318365,1090318,2152869,4430649,3898409,4722484,2269446,672085
2023-12-01,318469,1090488,2152401,4430785,3903348,4728917,2259150,672085
2023-12-02,318589,1090904,2153180,4431173,3903471,4727555,2259519,672085
2023-12-03,319185,1091470,2153282,4430319,3901365,4729851,2259899,672085
2023-12-04,319442,1091971,2152839,4430960,3904136,4715310,2271675,672085
2023-12-05,319816,1092823,2153151,4430683,3907715,4723391,2259697,672085
2023-12-06,320154,1092102,2151522,4428715,3905749,4733214,2256634,672085
2023-12-07,320343,1091969,2150834,4428734,3907252,4726014,2263681,672085
2023-12-08,320218,1091812,2150690,4428422,3910788,4734341,2253396,672085
2023-12-09,320272,1092002,2149786,4426645,3912607,4733271,2256051,672085
2023-12-10,320483,1092207,2150120,4427039,3910383,4733673,2257597,672085
2023-12-11,320342,1092389,2150434,4428934,3903654,4737247,2259441,672085
2023-12-12,320514,1093303,2150127,4428162,3905998,4726600,2268699,672085
2023-12-13,321054,1095082,2151005,4426774,3908868,4725031,2266488,672085
2023-12-14,321691,1095845,2151964,4426487,3905054,4730156,2264056,672085
2023-12-15,322208,1096564,2153005,4426162,3902931,4730111,2265254,672085
2023-12-16,323004,1098232,2153044,4425604,3908494,4729253,2239547,692085
2023-12-17,323450,1098913,2153469,4426856,3910084,4728203,2237153,692085
2023-12-18,323264,1098884,2153200,4424720,3907700,4719350,2252010,692085
2023-12-19,323662,1099524,2153881,4424798,3902797,4701490,2274075,692085
2023-12-20,324148,1100086,2154799,4427175,3902996,4687680,2284200,692085
2023-12-21,324563,1100345,2155172,4431417,3901817,4686617,2282092,692085
2023-12-22,324600,1100016,2155286,4431072,3910564,4692742,2268729,692085
2023-12-23,324442,1099529,2155890,4431094,3914248,4700591,2258297,692085
2023-12-24,324407,1099498,2156522,4430620,3919905,4685393,2268752,692085
2023-12-25,324476,1099172,2155650,4432326,3908004,4684303,2282092,692085
2023-12-26,324583,1099192,2156238,4430960,3902948,4684213,2288707,692085
2023-12-27,324953,1099554,2156948,4432343,3909096,4685670,2279146,692085
2023-12-28,325156,1099736,2157063,4430846,3914531,4706617,2254479,692085
2023-12-29,325463,1100264,2157728,4430353,3919918,4692951,2262695,692085
2023-12-30,325454,1100102,2157865,4429828,3911417,4697670,2267904,692085
2023-12-31,325790,1100472,2158092,4427854,3910587,4693455,2275071,692085
2024-01-01,325715,1100859,2158979,4430389,3911688,4682729,2281843,692085
2024-01-02,325317,1100321,2157683,4428557,3916235,4682412,2282534,692085
2024-01-03,325145,1099696,2158295,4427043,3923533,4673831,2286458,692085
2024-01-04,325088,1100393,2157733,4417683,3926149,4695063,2279006,686085
2024-01-05,325383,1100829,2157903,4417415,3925543,4696240,2269847,694921
2024-01-06,325425,1101351,2154943,4415456,3934449,4689447,2272959,694921
2024-01-07,325454,1101340,2152309,4414717,3937590,4690411,2272946,694921
2024-01-08,325588,1100687,2152054,4415253,3930330,4698354,2273293,694921
2024-01-09,325331,1099903,2150907,4413227,3938626,4690949,2277491,694921
2024-01-10,325116,1098516,2149516,4414029,3942393,4674875,2292860,694921
2024-01-11,324904,1096983,2148838,4414918,3937224,4691198,2284294,694921
2024-01-12,323956,1095594,2148732,4413930,3932338,4680715,2304139,694921
2024-01-13,324300,1095632,2149952,4411880,3918035,4708526,2292028,694921
2024-01-14,324805,1096140,2150097,4412148,3919279,4708131,2290592,694921
2024-01-15,325058,1096285,2149707,4410914,3918005,4709671,2292274,694921
2024-01-16,325214,1096214,2149725,4413876,3893724,4702784,2321212,694921
2024-01-17,325526,1096720,2149189,4410558,3885979,4724155,2311358,694921
2024-01-18,325723,1096636,2149988,4410075,3878405,4723146,2320336,694921
2024-01-19,325620,1096017,2148952,4409561,3871062,4708089,2345904,694921
2024-01-20,325694,1096058,2148846,4409853,3872647,4706245,2346724,694921
2024-01-21,325780,1096125,2148294,4409427,3872831,4708616,2345908,694921
2024-01-22,325425,1096002,2148162,4410523,3860563,4704750,2362491,694921
2024-01-23,324921,1095906,2147144,4410969,3853346,4708399,2368226,694921
2024-01-24,324271,1095719,2147406,4410694,3845371,4726994,2359362,694921
2024-01-25,322522,1095940,2147340,4411548,3837410,4733949,2362240,694921
2024-01-26,322506,1097002,2148510,4410093,3827200,4743205,2363419,694921
2024-01-27,322302,1097149,2149397,4410772,3825372,4745933,2362055,694921
2024-01-28,322338,1097419,2149458,4411249,3824145,4746881,2362490,694921
2024-01-29,322299,1097528,2148422,4409304,3818518,4739556,2379289,694921
2024-01-30,322344,1097597,2149538,4408046,3808758,4761378,2368212,694921
2024-01-31,322070,1096863,2148301,4402485,3800559,4788864,2357595,694921
2024-02-01,322194,1097022,2148790,4404411,3789318,4803216,2352648,694921
2024-02-02,322102,1096543,2149637,4402970,3784668,4812099,2350760,694921
2024-02-03,322287,1096882,2149105,4403663,3782713,4815165,2349953,694921
2024-02-04,322016,1096789,2149179,4402470,3781462,4806321,2362513,694921
2024-02-05,321583,1096739,2148734,4403408,3780027,4812678,2358554,694921
2024-02-06,320959,1096433,2148631,4402057,3772321,4816091,2366282,694921
2024-02-07,320846,1096554,2149159,4402163,3773108,4819835,2362077,694921
2024-02-08,320483,1095919,2148952,4401600,3769901,4829609,2358202,694921
2024-02-09,320087,1095689,2147501,4399776,3779364,4838567,2344677,694921
2024-02-10,319742,1095522,2147292,4398139,3780769,4843420,2341725,694921
2024-02-11,319556,1095410,2147362,4397653,3776167,4836835,2354465,694921
2024-02-12,319032,1094886,2145922,4397088,3779354,4846536,2345756,694921
2024-02-13,318413,1094045,2144950,4397286,3774897,4868473,2331379,694921
2024-02-14,318745,1094107,2145545,4394632,3769116,4870256,2337941,694921
2024-02-15,318480,1093745,2144318,4393884,3772337,4908933,2299614,694921
2024-02-16,318612,1093888,2144467,4395346,3761032,4931098,2287669,694921
2024-02-17,318359,1093909,2145406,4394324,3753279,4939946,2287844,694921
2024-02-18,318229,1093738,2144966,4393345,3753512,4941578,2288468,694921
2024-02-19,318114,1093804,2145590,4394133,3768438,4915138,2299450,694921
2024-02-20,318167,1093819,2145824,4393448,3760374,4917438,2306466,694921
2024-02-21,318377,1094134,2144799,4391809,3764130,4906038,2317162,694921
2024-02-22,318500,1094227,2144921,4391997,3754028,4915340,2318271,694921
2024-02-23,318441,1094361,2145371,4392024,3757543,4913844,2316614,694921
2024-02-24,318295,1094732,2145266,4390910,3752693,4917609,2319543,694921
2024-02-25,317731,1094603,2145406,4391650,3752991,4918676,2319036,694921
2024-02-26,317792,1096002,2145406,4391851,3760453,4925946,2303505,694921
2024-02-27,318181,1095104,2144709,4390276,3753419,4922973,2317125,694921
2024-02-28,318616,1094853,2144970,4390145,3826985,4865450,2296863,699730
2024-02-29,318784,1093600,2141726,4386980,3833638,4850561,2313413,699730
2024-03-01,319006,1093146,2140788,4382725,3835615,4871485,2296923,699730
2024-03-02,319233,1092422,2141101,4382136,3834363,4874339,2296901,699730
2024-03-03,319341,1092434,2141499,4382765,3833025,4874280,2298102,699730
2024-03-04,319774,1092591,2141672,4384315,3823556,4861088,2319269,699730
2024-03-05,319644,1091515,2138264,4378071,3824883,4887093,2300869,702680
2024-03-06,319990,1091022,2135196,4374927,3822743,4887047,2425436,587502
2024-03-07,319628,1089730,2132802,4371950,3833749,4875612,2434013,587502
2024-03-08,319789,1089845,2134110,4369952,3837740,4883693,2423331,587502
2024-03-09,319251,1089187,2130864,4370233,3835888,4893805,2420295,587502
2024-03-10,318994,1088853,2130186,4367324,3836253,4898507,2420264,587502
2024-03-11,318563,1088376,2130954,4367446,3891030,4861484,2403609,587502
2024-03-12,318076,1087691,2127477,4366318,3885586,4850608,2426593,587502
2024-03-13,317720,1087216,2127536,4364814,3899061,4872911,2404073,577502
2024-03-14,316956,1087401,2125793,4362386,3908689,4865733,2407300,577502
2024-03-15,317174,1088785,2125006,4364076,3911901,4843761,2424334,577502
2024-03-16,317059,1088645,2124513,4361369,3911929,4845278,2427144,577502
2024-03-17,316989,1088588,2124018,4361992,3920771,4835540,2428913,577502
2024-03-18,317076,1088712,2123909,4363544,3918670,4837739,2428079,577502
2024-03-19,317258,1088786,2123805,4358946,3916567,4842510,2430825,577502
2024-03-20,317228,1088691,2123922,4361321,3911228,4835837,2441394,577502
2024-03-21,317485,1088726,2123664,4358605,3912565,4838877,2440484,577502
2024-03-22,317507,1088841,2124209,4361866,3906060,4849582,2433208,577502
2024-03-23,317283,1088910,2125419,4360707,3910352,4864996,2414506,577502
2024-03-24,316890,1089073,2125570,4360048,3911241,4865436,2415022,577502
2024-03-25,317052,1089426,2125965,4362855,3910020,4937327,2341421,577502
2024-03-26,317156,1089589,2125800,4358425,3900761,4942318,2360893,567502
2024-03-27,317328,1089993,2126662,4358007,3901813,4937550,2364425,567502
2024-03-28,317337,1090000,2126919,4358264,3910277,4919345,2374620,567502
2024-03-29,317630,1090255,2126610,4358313,3903114,4924555,2377135,567502
2024-03-30,317479,1090459,2127942,4357580,3902403,4914145,2388616,567502
2024-03-31,317478,1090305,2127972,4359010,3902469,4918085,2384141,567502
2024-04-01,317576,1090279,2128292,4359777,3901004,4922919,2384543,563502
2024-04-02,317497,1090123,2130180,4359670,3898940,4912531,2396388,563502
2024-04-03,317571,1089904,2130899,4360878,3899938,4920977,2386075,563502
2024-04-04,317572,1089767,2131275,4358555,3898666,4935057,2375470,564202
2024-04-05,317387,1089976,2131436,4358171,3897726,4947111,2365524,564202
2024-04-06,317529,1090242,2132321,4357593,3900088,4940658,2369848,564202
2024-04-07,317689,1090256,2132664,4357081,3899631,4931615,2380357,564202
2024-04-08,317961,1090384,2130994,4355460,3900692,4931620,2383186,564202
2024-04-09,318285,1090320,2130864,4356056,3891059,4929959,2394018,564902
2024-04-10,318808,1090575,2130433,4356422,3890074,4919609,2405577,564902
2024-04-11,319550,1091225,2130783,4355534,3885818,4926688,2402737,564902
2024-04-12,319772,1091472,2130760,4355305,3890910,4931592,2393326,564902
2024-04-13,320009,1091445,2130778,4354115,3889914,4932055,2395845,564902
2024-04-14,320199,1090953,2130969,4353284,3889906,4931494,2398361,564902
2024-04-15,320721,1091169,2131430,4352999,3882871,4951052,2385793,564902
2024-04-16,321179,1091202,2130877,4351372,3885811,4946624,2389953,564902
2024-04-17,321360,1091514,2131885,4352563,3890239,4941281,2389087,564902
2024-04-18,321974,1091970,2132471,4351924,3897391,4934560,2388532,564902
2024-04-19,322763,1092557,2132766,4351180,3888738,4944744,2387012,564902
2024-04-20,323207,1093013,2133527,4353441,3893332,4939274,2384451,564902
2024-04-21,323488,1093288,2133202,4352797,3893661,4928461,2395794,564902
2024-04-22,323825,1093801,2132207,4354946,3894435,4930788,2391143,564902
2024-04-23,324285,1094297,2133101,4357230,3892607,4950547,2369628,564902
2024-04-24,324210,1094171,2132574,4356581,3885855,4942506,2386238,564902
2024-04-25,324030,1094107,2133506,4355708,3880325,4947016,2387938,564902
2024-04-26,324233,1096038,2133981,4358402,3881357,4945294,2383735,564902
2024-04-27,324060,1095815,2133425,4356879,3886405,4940642,2386271,564902
2024-04-28,324086,1096519,2134110,4358482,3888004,4933812,2388902,564902
2024-04-29,323951,1096722,2133483,4358802,3883756,4927723,2399873,564902
2024-04-30,323757,1096183,2134408,4359002,3880620,4927712,2403088,564902
2024-05-01,323759,1095756,2134099,4358807,3880137,4926027,2406616,564902
2024-05-02,323798,1095470,2133611,4356741,3882608,4921097,2412281,564902
2024-05-03,323927,1095190,2133926,4357525,3878825,4927174,2409468,564902
2024-05-04,323936,1094791,2134202,4354856,3882931,4924173,2411621,564902
2024-05-05,323866,1094294,2134421,4353796,3886454,4923276,2410798,564902
2024-05-06,323862,1094237,2134648,4355278,3878255,4922237,2418794,564902
2024-05-07,323843,1093983,2135401,4354036,3876871,4924126,2419434,564902
2024-05-08,323882,1093897,2135706,4354552,3881405,4932760,2405842,564902
2024-05-09,323858,1093896,2135615,4355044,3883376,4921405,2415309,564902
2024-05-10,324093,1094321,2135581,4354715,3880923,4923345,2415980,564902
2024-05-11,324119,1094299,2135635,4354846,3883954,4920157,2416428,564902
2024-05-12,323962,1094406,2135502,4355214,3884475,4918759,2417574,564902
2024-05-13,323823,1094351,2135837,4354818,3886993,4916542,2417987,564902
2024-05-14,323591,1094561,2136552,4357193,3882382,4918541,2417938,564902
2024-05-15,323374,1094264,2134512,4356728,3888633,4927799,2405898,564902
2024-05-16,323334,1093962,2133335,4354949,3885125,4935593,2405350,564902
2024-05-17,323214,1093983,2133324,4358565,3880067,4932163,2410817,564902
2024-05-18,322944,1094002,2133001,4355980,3888458,4927653,2410494,564902
2024-05-19,322681,1094119,2132499,4355991,3889036,4927601,2411087,564902
2024-05-20,322606,1094068,2131953,4356173,3892414,4935010,2401280,564902
2024-05-21,322304,1093677,2130461,4355794,3881050,4939789,2410868,564902
2024-05-22,322133,1093912,2130499,4353659,3881357,4942927,2409917,564902
2024-05-23,322122,1093896,2130651,4351815,3878354,4941018,2417064,564902
2024-05-24,322093,1093889,2130313,4351012,3883660,4949926,2404561,564902
2024-05-25,322050,1093770,2129641,4351249,3881607,4940173,2417452,564902
2024-05-26,322120,1093856,2129755,4350400,3883932,4937459,2418924,564902
2024-05-27,322273,1093934,2129404,4350911,3882953,4937269,2420101,564902
2024-05-28,322111,1093906,2129697,4350604,3876905,4802337,2561720,564902
2024-05-29,322571,1094360,2130047,4352014,3870591,4802578,2565525,564902
2024-05-30,322809,1094564,2129746,4352077,3873342,4841069,2524494,564902
2024-05-31,323061,1094435,2129896,4350279,3874645,4832975,2533257,564902
2024-06-01,323319,1094761,2131848,4347865,3872779,4844819,2523597,564902
2024-06-02,323354,1095101,2132492,4348833,3873376,4843458,2522802,564902
2024-06-03,323439,1096730,2130995,4349922,3876776,4853415,2508615,564902
2024-06-04,323669,1096967,2131525,4350748,3871059,4852069,2514309,564902
2024-06-05,323968,1096958,2131716,4350495,3868138,4867648,2501794,564902
2024-06-06,324184,1097612,2132263,4349031,3868512,4858838,2513487,562102
2024-06-07,324479,1097463,2132537,4350416,3871011,4865571,2502907,562102
2024-06-08,324487,1096654,2132248,4348423,3870612,4852386,2520096,562102
2024-06-09,324638,1096899,2132453,4348349,3869752,4852014,2521266,562102
2024-06-10,324497,1096691,2133018,4348411,3870215,4840763,2532230,562102
2024-06-11,324166,1096711,2132990,4350025,3883410,4822057,2536854,562102
2024-06-12,324068,1096628,2132428,4348659,3888180,4817640,2539068,562102
2024-06-13,324147,1095249,2132628,4348755,3885294,4823299,2537758,562102
2024-06-14,324326,1095076,2133237,4349106,3884933,4807694,2553161,562102
2024-06-15,323790,1093561,2131775,4349050,3884502,4810146,2555109,562102
2024-06-16,322945,1093305,2132052,4350259,3883649,4810471,2555762,562102
2024-06-17,322462,1093177,2131866,4350774,3886132,4807619,2556877,562102
2024-06-18,322454,1093186,2130879,4350823,3888353,4807527,2556130,562102
2024-06-19,322522,1093366,2131681,4349193,3893515,4792129,2567393,562102
2024-06-20,322491,1093417,2131635,4350233,3896099,4799094,2557225,562102
